facility_id,admin_area_1,admin_area_2,admin_area_3,admin_area_4
lUxR6nLNCsw,Kenya,Nairobi County,Starehe Sub County,Nairobi Central Ward
luy72TyYfW5,Kenya,Mandera County,Mandera North Sub County,Rhamu Dimtu Ward
luYbmLs3LTl,Kenya,Tana River County,Garsen Sub County,Garsen West Ward
LV34oOJ2WoN,Kenya,Nakuru County,Naivasha Sub County,Lake View Ward
Lv3KS98BE3H,Kenya,Elgeyo Marakwet County,Keiyo South Sub County,Soy South Ward
lvBP7xY9W2N,Kenya,Mombasa County,Mvita Sub County,Shimanzi/Ganjoni Ward
LvBqBdWsHQQ,Kenya,Laikipia County,Laikipia North Sub County,Segera Ward
lVcctlkKYal,Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward
LVcfwqRE46c,Kenya,Meru County,Imenti Central Sub County,Mwangathia Ward
LVf2uOc31Th,Kenya,Kirinyaga County,Kirinyaga South Sub County,Tebere Ward
lVg2rhGE5yL,Kenya,Nairobi County,Kamukunji Sub County,California Ward
LVgw150DT2K,Kenya,Kilifi County,Malindi Sub County,Ganda Ward
lvkR6TUkpS0,Kenya,Kilifi County,Kaloleni Sub County,Kayafungo Ward
lVLswpJFajQ,Kenya,Trans Nzoia County,Endebess Sub County,Endebess Ward
lVnCyawh28t,Kenya,Bungoma County,Bumula Sub County,Siboti Ward
LVNhG8lT10V,Kenya,Mandera County,Mandera South Sub County,Elwak South Ward
lvOFSMPRerh,Kenya,Mombasa County,Kisauni Sub County,Shanzu Ward
lVPRP9wFw1C,Kenya,Kakamega County,Navakholo Sub County,Ingoste-matiha Ward
LVQUXW5Lilv,Kenya,Meru County,Igembe North Sub County,Amwathi Ward
LvvMfXlUaMp,Kenya,Kajiado County,Kajiado North Sub County,Nkaimurunya Ward
lvWv4ejRQRP,Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward
lw3NAzg1Lvd,Kenya,Kilifi County,Kilifi North Sub County,Dabaso Ward
lW6Wj8EUKOO,Kenya,Embu County,Embu North Sub County,Ruguru-ngandori Ward
LwA9GdNDBAQ,Kenya,Makueni County,Kibwezi East Sub County,Mtito Andei Ward
lwbc4eSg2lz,Kenya,Nakuru County,Naivasha Sub County,Hellsgate Ward
